Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
25.845838500,1,0,0,0,1,1,0,1
25.845922208,1,0,0,0,1,0,0,1
25.846010042,1,0,0,0,1,1,0,1
25.846011542,1,1,0,0,1,1,0,1
25.846015500,0,1,0,0,1,1,0,1
25.846066708,0,0,0,0,1,1,0,1
25.846124583,0,0,0,0,1,0,0,1
25.846125125,0,1,0,0,1,0,0,1
25.846180292,0,0,0,0,1,0,0,1
25.846238667,0,1,0,0,1,0,0,1
25.846293833,0,0,0,0,1,0,0,1
25.846352250,0,1,0,0,1,0,0,1
25.846353667,1,1,0,0,1,0,0,1
25.846407375,1,0,0,0,1,0,0,1
25.846465792,1,1,0,0,1,0,0,1
25.846520917,1,0,0,0,1,0,0,1
25.846579333,1,1,0,0,1,0,0,1
25.846634500,1,0,0,0,1,0,0,1
25.846692875,1,1,0,0,1,0,0,1
25.846696833,0,1,0,0,1,0,0,1
25.846748042,0,0,0,0,1,0,0,1
25.846806458,0,1,0,0,1,0,0,1
25.846807875,1,1,0,0,1,0,0,1
25.846861583,1,0,0,0,1,0,0,1
25.846872167,1,0,0,0,1,1,0,1
25.847927458,1,0,0,1,1,1,0,1
25.848017875,1,0,0,0,1,1,0,1
25.848122292,1,0,0,0,1,0,0,1
25.848167583,1,0,0,0,1,1,0,1
25.848169083,1,1,0,0,1,1,0,1
25.848173000,0,1,0,0,1,1,0,1
25.848224250,0,0,0,0,1,1,0,1
25.848282625,0,1,0,0,1,1,0,1
25.848337792,0,0,0,0,1,1,0,1
25.848395667,0,0,0,0,1,0,0,1
25.848396208,0,1,0,0,1,0,0,1
25.848451333,0,0,0,0,1,0,0,1
25.848508250,0,0,0,0,1,1,0,1
25.848509750,0,1,0,0,1,1,0,1
25.848511167,1,1,0,0,1,1,0,1
25.848564917,1,0,0,0,1,1,0,1
25.848622792,1,0,0,0,1,0,0,1
25.848623292,1,1,0,0,1,0,0,1
25.848678458,1,0,0,0,1,0,0,1
25.848735333,1,0,0,0,1,1,0,1
25.848736833,1,1,0,0,1,1,0,1
25.848792000,1,0,0,0,1,1,0,1
25.848850417,1,1,0,0,1,1,0,1
25.848854333,0,1,0,0,1,1,0,1
25.848905583,0,0,0,0,1,1,0,1
25.848963458,0,0,0,0,1,0,0,1
25.848963958,0,1,0,0,1,0,0,1
25.848965375,1,1,0,0,1,0,0,1
25.849019125,1,0,0,0,1,0,0,1
25.849029708,1,0,0,0,1,1,0,1
25.849048458,1,0,0,1,1,1,0,1
25.849136083,1,0,0,0,1,1,0,1
25.849227417,1,0,0,0,1,0,0,1
25.849303125,1,0,0,0,1,1,0,1
25.849304625,1,1,0,0,1,1,0,1
25.849308542,0,1,0,0,1,1,0,1
25.849359792,0,0,0,0,1,1,0,1
25.849418167,0,1,0,0,1,1,0,1
25.849473333,0,0,0,0,1,1,0,1
25.849531750,0,1,0,0,1,1,0,1
25.849533167,1,1,0,0,1,1,0,1
25.849586875,1,0,0,0,1,1,0,1
25.849644750,1,0,0,0,1,0,0,1
25.849645292,1,1,0,0,1,0,0,1
25.849649250,0,1,0,0,1,0,0,1
25.849700458,0,0,0,0,1,0,0,1
25.849758833,0,1,0,0,1,0,0,1
25.849760250,1,1,0,0,1,0,0,1
25.849814000,1,0,0,0,1,0,0,1
25.849872417,1,1,0,0,1,0,0,1
25.849876292,0,1,0,0,1,0,0,1
25.849927542,0,0,0,0,1,0,0,1
25.849985958,0,1,0,0,1,0,0,1
25.850041083,0,0,0,0,1,0,0,1
25.850098000,0,0,0,0,1,1,0,1
25.850099500,0,1,0,0,1,1,0,1
25.850100917,1,1,0,0,1,1,0,1
25.850154667,1,0,0,0,1,1,0,1
25.850184708,1,0,0,1,1,1,0,1
25.850432833,1,0,0,0,1,1,0,1
25.850553708,1,1,0,0,1,1,0,1
25.850557625,0,1,0,0,1,1,0,1
25.850608875,0,0,0,0,1,1,0,1
25.850667250,0,1,0,0,1,1,0,1
25.850668708,1,1,0,0,1,1,0,1
25.850722417,1,0,0,0,1,1,0,1
25.850780833,1,1,0,0,1,1,0,1
25.850836000,1,0,0,0,1,1,0,1
25.850893875,1,0,0,0,1,0,0,1
25.850894375,1,1,0,0,1,0,0,1
25.850949542,1,0,0,0,1,0,0,1
25.851007917,1,1,0,0,1,0,0,1
25.851063083,1,0,0,0,1,0,0,1
25.851121500,1,1,0,0,1,0,0,1
25.851176625,1,0,0,0,1,0,0,1
25.851233542,1,0,0,0,1,1,0,1
25.851235042,1,1,0,0,1,1,0,1
25.851290208,1,0,0,0,1,1,0,1
25.851348083,1,0,0,0,1,0,0,1
25.851348625,1,1,0,0,1,0,0,1
25.851403750,1,0,0,0,1,0,0,1
25.851414333,1,0,0,0,1,1,0,1
25.851445417,1,0,0,1,1,1,0,1
25.851529208,1,0,0,0,1,1,0,1
25.851614083,1,0,0,0,1,0,0,1
25.851687750,1,0,0,0,1,1,0,1
25.851689250,1,1,0,0,1,1,0,1
25.851693167,0,1,0,0,1,1,0,1
25.851744417,0,0,0,0,1,1,0,1
25.851802292,0,0,0,0,1,0,0,1
25.851802833,0,1,0,0,1,0,0,1
25.851857958,0,0,0,0,1,0,0,1
25.851916375,0,1,0,0,1,0,0,1
25.851971500,0,0,0,0,1,0,0,1
25.852029917,0,1,0,0,1,0,0,1
25.852031333,1,1,0,0,1,0,0,1
25.852085083,1,0,0,0,1,0,0,1
25.852143458,1,1,0,0,1,0,0,1
25.852198625,1,0,0,0,1,0,0,1
25.852257042,1,1,0,0,1,0,0,1
25.852312167,1,0,0,0,1,0,0,1
25.852370583,1,1,0,0,1,0,0,1
25.852374500,0,1,0,0,1,0,0,1
25.852425750,0,0,0,0,1,0,0,1
25.852484125,0,1,0,0,1,0,0,1
25.852485542,1,1,0,0,1,0,0,1
25.852539292,1,0,0,0,1,0,0,1
25.852551500,1,0,0,0,1,1,0,1
25.852577833,1,0,0,1,1,1,0,1
25.852668292,1,0,0,0,1,1,0,1
25.852771500,1,0,0,0,1,0,0,1
25.852823292,1,0,0,0,1,1,0,1
25.852824792,1,1,0,0,1,1,0,1
25.852828708,0,1,0,0,1,1,0,1
25.852879958,0,0,0,0,1,1,0,1
25.852938333,0,1,0,0,1,1,0,1
25.852993500,0,0,0,0,1,1,0,1
25.853051375,0,0,0,0,1,0,0,1
25.853051917,0,1,0,0,1,0,0,1
25.853107042,0,0,0,0,1,0,0,1
25.853163958,0,0,0,0,1,1,0,1
25.853165458,0,1,0,0,1,1,0,1
25.853166875,1,1,0,0,1,1,0,1
25.853220625,1,0,0,0,1,1,0,1
25.853278500,1,0,0,0,1,0,0,1
25.853279000,1,1,0,0,1,0,0,1
25.853334167,1,0,0,0,1,0,0,1
25.853391042,1,0,0,0,1,1,0,1
25.853392542,1,1,0,0,1,1,0,1
25.853447708,1,0,0,0,1,1,0,1
25.853506125,1,1,0,0,1,1,0,1
25.853510042,0,1,0,0,1,1,0,1
25.853561292,0,0,0,0,1,1,0,1
25.853619167,0,0,0,0,1,0,0,1
25.853619667,0,1,0,0,1,0,0,1
25.853621083,1,1,0,0,1,0,0,1
25.853674833,1,0,0,0,1,0,0,1
25.853687042,1,0,0,0,1,1,0,1
25.853708375,1,0,0,1,1,1,0,1
25.853796000,1,0,0,0,1,1,0,1
25.853885542,1,0,0,0,1,0,0,1
25.853958833,1,0,0,0,1,1,0,1
25.853960333,1,1,0,0,1,1,0,1
25.853964250,0,1,0,0,1,1,0,1
25.854015500,0,0,0,0,1,1,0,1
25.854073875,0,1,0,0,1,1,0,1
25.854129042,0,0,0,0,1,1,0,1
25.854187458,0,1,0,0,1,1,0,1
25.854188833,1,1,0,0,1,1,0,1
25.854242583,1,0,0,0,1,1,0,1
25.854300500,1,0,0,0,1,0,0,1
25.854301000,1,1,0,0,1,0,0,1
25.854304917,0,1,0,0,1,0,0,1
25.854356167,0,0,0,0,1,0,0,1
25.854414542,0,1,0,0,1,0,0,1
25.854415958,1,1,0,0,1,0,0,1
25.854469708,1,0,0,0,1,0,0,1
25.854528125,1,1,0,0,1,0,0,1
25.854532042,0,1,0,0,1,0,0,1
25.854583250,0,0,0,0,1,0,0,1
25.854641667,0,1,0,0,1,0,0,1
25.854696792,0,0,0,0,1,0,0,1
25.854753708,0,0,0,0,1,1,0,1
25.854755208,0,1,0,0,1,1,0,1
25.854756625,1,1,0,0,1,1,0,1
25.854810375,1,0,0,0,1,1,0,1
25.854844625,1,0,0,1,1,1,0,1
25.855092792,1,0,0,0,1,1,0,1
25.855209417,1,1,0,0,1,1,0,1
25.855213333,0,1,0,0,1,1,0,1
25.855264583,0,0,0,0,1,1,0,1
25.855322958,0,1,0,0,1,1,0,1
25.855324375,1,1,0,0,1,1,0,1
25.855378125,1,0,0,0,1,1,0,1
25.855436542,1,1,0,0,1,1,0,1
25.855491667,1,0,0,0,1,1,0,1
25.855549583,1,0,0,0,1,0,0,1
25.855550083,1,1,0,0,1,0,0,1
25.855605250,1,0,0,0,1,0,0,1
25.855663625,1,1,0,0,1,0,0,1
25.855718792,1,0,0,0,1,0,0,1
25.855777208,1,1,0,0,1,0,0,1
25.855832333,1,0,0,0,1,0,0,1
25.855889208,1,0,0,0,1,1,0,1
25.855890750,1,1,0,0,1,1,0,1
25.855945917,1,0,0,0,1,1,0,1
25.856003792,1,0,0,0,1,0,0,1
25.856004292,1,1,0,0,1,0,0,1
25.856059458,1,0,0,0,1,0,0,1
25.856087250,1,0,0,1,1,0,0,1
25.856106125,1,0,0,1,1,1,0,1
25.856111917,1,0,0,1,1,0,0,1
25.856154833,1,0,0,1,1,1,0,1
25.856189083,1,0,0,0,1,1,0,1
25.856274250,1,0,0,0,1,0,0,1
25.856343458,1,0,0,0,1,1,0,1
25.856344958,1,1,0,0,1,1,0,1
25.856348917,0,1,0,0,1,1,0,1
25.856400125,0,0,0,0,1,1,0,1
25.856458000,0,0,0,0,1,0,0,1
25.856458542,0,1,0,0,1,0,0,1
25.856513667,0,0,0,0,1,0,0,1
25.856572083,0,1,0,0,1,0,0,1
25.856627208,0,0,0,0,1,0,0,1
25.856685625,0,1,0,0,1,0,0,1
25.856687042,1,1,0,0,1,0,0,1
25.856740792,1,0,0,0,1,0,0,1
25.856799167,1,1,0,0,1,0,0,1
25.856854333,1,0,0,0,1,0,0,1
25.856912750,1,1,0,0,1,0,0,1
25.856967875,1,0,0,0,1,0,0,1
25.857026292,1,1,0,0,1,0,0,1
25.857030208,0,1,0,0,1,0,0,1
25.857081458,0,0,0,0,1,0,0,1
25.857139833,0,1,0,0,1,0,0,1
25.857141250,1,1,0,0,1,0,0,1
25.857195000,1,0,0,0,1,0,0,1
25.857206792,1,0,0,0,1,1,0,1
25.857219667,1,0,0,1,1,1,0,1
25.857310125,1,0,0,0,1,1,0,1
25.857412208,1,0,0,0,1,0,0,1
25.857479000,1,0,0,0,1,1,0,1
25.857480500,1,1,0,0,1,1,0,1
25.857484417,0,1,0,0,1,1,0,1
25.857535667,0,0,0,0,1,1,0,1
25.857594042,0,1,0,0,1,1,0,1
25.857649208,0,0,0,0,1,1,0,1
25.857707083,0,0,0,0,1,0,0,1
25.857707625,0,1,0,0,1,0,0,1
25.857762750,0,0,0,0,1,0,0,1
25.857819625,0,0,0,0,1,1,0,1
25.857821167,0,1,0,0,1,1,0,1
25.857822583,1,1,0,0,1,1,0,1
25.857876333,1,0,0,0,1,1,0,1
25.857934208,1,0,0,0,1,0,0,1
25.857934708,1,1,0,0,1,0,0,1
25.857989875,1,0,0,0,1,0,0,1
25.858046750,1,0,0,0,1,1,0,1
25.858048250,1,1,0,0,1,1,0,1
25.858103417,1,0,0,0,1,1,0,1
25.858161833,1,1,0,0,1,1,0,1
25.858165750,0,1,0,0,1,1,0,1
25.858216958,0,0,0,0,1,1,0,1
25.858274875,0,0,0,0,1,0,0,1
25.858275375,0,1,0,0,1,0,0,1
25.858276833,1,1,0,0,1,0,0,1
25.858330542,1,0,0,0,1,0,0,1
25.858341500,1,0,0,0,1,1,0,1
25.858358792,1,0,0,1,1,1,0,1
25.858446417,1,0,0,0,1,1,0,1
25.858536792,1,0,0,0,1,0,0,1
25.858614542,1,0,0,0,1,1,0,1
25.858616042,1,1,0,0,1,1,0,1
25.858619958,0,1,0,0,1,1,0,1
25.858671208,0,0,0,0,1,1,0,1
